"Timestamp","Target ID","Source ID","Result","Status","Message"
"2018/06/18 11:22:05","cbf41f8ddb3213007f3873278c961979","000000000000001|000000000000004|000000000000684|000000000000122","Created","Success",""
"2018/06/18 11:22:05","c7f41f8ddb3213007f3873278c96197a","000000000000001|000000000000005|000000000000685|000000000000123","Created","Success",""
"2018/06/18 11:22:05","0ff41f8ddb3213007f3873278c96197a","000000000000001|000000000000006|000000000000686|000000000000124","Created","Success",""
