"Timestamp","Target ID","Source ID","Result","Status","Message"
"2018/06/18 18:17:27","8a04349ddb3213007f3873278c961942","000000000000011","Updated","Success",""
"2018/06/18 18:17:27","4604349ddb3213007f3873278c961943","000000000000012","Updated","Success",""
