"Timestamp","Target ID","Source ID","Result","Status","Message"
"2018/06/19 11:59:08","4a36ac61db3a13007f3873278c961955","000000000000001|FNA000000000001","Updated","Success",""
"2018/06/19 11:59:08",,"000000000000102|FNA000000000103","Not Completed","Skip","No entry retrieved when running lookup query [AST:AssetSoftware]"
"2018/06/19 11:59:08",,"000000000000201|FNA000000000201","Not Completed","Skip","No entry retrieved when running lookup query [AST:AssetSoftware]"
"2018/06/19 11:59:08","490728a1db3a13007f3873278c961970","000000000000202|FNA000000000202","Created","Success",""
