"Timestamp","Target ID","Source ID","Result","Status","Message"
"2018/06/18 16:40:16","33cdd015db3613007f3873278c96190a","WLG000000000310","Created","Success",""
"2018/06/18 16:40:16","b7cdd015db3613007f3873278c96190a","WLG000000000309","Created","Success",""
"2018/06/18 16:40:16","3fcdd015db3613007f3873278c96190a","WLG000000000308","Created","Success",""
"2018/06/18 16:40:16","b3cdd015db3613007f3873278c96190b","WLG000000000306","Created","Success",""
"2018/06/18 16:40:16","b3cdd015db3613007f3873278c96190b","WLG000000000307","Not Completed","Skip","Another source record is being migrated for this key"
"2018/06/18 16:40:16","3bcdd015db3613007f3873278c96190b","WLG000000000305","Created","Success",""
"2018/06/18 16:40:16","bfcdd015db3613007f3873278c96190b","WLG000000000304","Created","Success",""
"2018/06/18 16:40:16","37cdd015db3613007f3873278c96190c","WLG000000000303","Created","Success",""
"2018/06/18 16:40:16","bbcdd015db3613007f3873278c96190c","WLG000000000302","Created","Success",""
"2018/06/18 16:40:16","f7cdd015db3613007f3873278c961919","WLG000000000301","Created","Success",""
"2018/06/18 16:40:16","7fcdd015db3613007f3873278c961919","WLG000000000204","Created","Success",""
"2018/06/18 16:40:16","f3cdd015db3613007f3873278c96191a","WLG000000000203","Created","Success",""
"2018/06/18 16:40:16","7bcdd015db3613007f3873278c96191a","WLG000000000202","Created","Success",""
"2018/06/18 16:40:16","ffcdd015db3613007f3873278c96191a","WLG000000000201","Created","Success",""
"2018/06/18 16:40:16","77cdd015db3613007f3873278c96191b","WLG000000000104","Created","Success",""
"2018/06/18 16:40:16","fbcdd015db3613007f3873278c96191b","WLG000000000103","Created","Success",""
"2018/06/18 16:40:16","73cdd015db3613007f3873278c96191c","WLG000000000102","Created","Success",""
"2018/06/18 16:40:16","f7cdd015db3613007f3873278c96191c","WLG000000000101","Created","Success",""
"2018/06/18 16:40:16","7fcdd015db3613007f3873278c96191c","WLG000000000001","Created","Success",""
"2018/06/18 16:40:16","f3cdd015db3613007f3873278c96191d","WLG000000000002","Created","Success",""
"2018/06/18 16:40:16","7bcdd015db3613007f3873278c96191d","WLG000000000003","Created","Success",""
"2018/06/18 16:40:16","ffcdd015db3613007f3873278c96191d","WLG000000000004","Created","Success",""
"2018/06/18 16:40:16","77cdd015db3613007f3873278c96191e","WLG000000000005","Created","Success",""
"2018/06/18 16:40:16","fbcdd015db3613007f3873278c96191e","WLG000000000006","Created","Success",""
"2018/06/18 16:40:16","73cdd015db3613007f3873278c96191f","WLG000000000007","Created","Success",""
"2018/06/18 16:40:16","f7cdd015db3613007f3873278c96191f","WLG000000000008","Created","Success",""
"2018/06/18 16:40:16","7fcdd015db3613007f3873278c96192c","WLG000000000009","Created","Success",""
"2018/06/18 16:40:16","f3cdd015db3613007f3873278c96192d","WLG000000000010","Created","Success",""
"2018/06/18 16:40:16","7bcdd015db3613007f3873278c96192d","WLG000000000011","Created","Success",""
"2018/06/18 16:40:16","ffcdd015db3613007f3873278c96192d","WLG000000000012","Created","Success",""
"2018/06/18 16:40:16","77cdd015db3613007f3873278c96192e","WLG000000000013","Created","Success",""
"2018/06/18 16:40:16","fbcdd015db3613007f3873278c96192e","WLG000000000014","Created","Success",""
"2018/06/18 16:40:16","40ddd015db3613007f3873278c96192f","WLG000000000015","Created","Success",""
"2018/06/18 16:40:16","c4ddd015db3613007f3873278c96192f","WLG000000000016","Created","Success",""
"2018/06/18 16:40:16","4cddd015db3613007f3873278c96192f","WLG000000000017","Created","Success",""
"2018/06/18 16:40:16","c0ddd015db3613007f3873278c961930","WLG000000000018","Created","Success",""
"2018/06/18 16:40:16","48ddd015db3613007f3873278c961930","WLG000000000019","Created","Success",""
"2018/06/18 16:40:16","ccddd015db3613007f3873278c961930","WLG000000000020","Created","Success",""
"2018/06/18 16:40:16","44ddd015db3613007f3873278c961931","WLG000000000021","Created","Success",""
"2018/06/18 16:40:16","c8ddd015db3613007f3873278c961931","WLG000000000022","Created","Success",""
"2018/06/18 16:40:16","40ddd015db3613007f3873278c961932","WLG000000000023","Created","Success",""
"2018/06/18 16:40:16","c4ddd015db3613007f3873278c961932","WLG000000000024","Created","Success",""
"2018/06/18 16:40:16","4cddd015db3613007f3873278c961932","WLG000000000025","Created","Success",""
